Ano,Distrito,Concelho,Freguesia,Partido,Votos,Percentagem
2025,Guarda,Almeida,"Azinhal, Peva e Valverde",B.E.,1,0.81
2025,Guarda,Almeida,"Azinhal, Peva e Valverde",E,0,0.0
2025,Guarda,Almeida,"Azinhal, Peva e Valverde",NC,0,0.0
2025,Guarda,Almeida,"Azinhal, Peva e Valverde",PAN,0,0.0
2025,Guarda,Almeida,"Azinhal, Peva e Valverde",PCP-PEV,0,0.0
2025,Guarda,Almeida,"Azinhal, Peva e Valverde",PPM,0,0.0
2025,Guarda,Almeida,"Azinhal, Peva e Valverde",R.I.R.,0,0.0
2025,Guarda,Almeida,"Azinhal, Peva e Valverde",VP,0,0.0
2025,Guarda,Almeida,Castelo Bom,PPD/PSD.CDS-PP,27,36.0
2025,Guarda,Almeida,Castelo Bom,PS,26,34.67
2025,Guarda,Almeida,Castelo Bom,CH,18,24.0
2025,Guarda,Almeida,Castelo Bom,B.E.,2,2.67
2025,Guarda,Almeida,Castelo Bom,ADN,1,1.33
2025,Guarda,Almeida,Castelo Bom,NC,1,1.33
2025,Guarda,Almeida,Castelo Bom,E,0,0.0
2025,Guarda,Almeida,Castelo Bom,IL,0,0.0
2025,Guarda,Almeida,Castelo Bom,L,0,0.0
2025,Guarda,Almeida,Castelo Bom,PAN,0,0.0
2025,Guarda,Almeida,Castelo Bom,PCP-PEV,0,0.0
2025,Guarda,Almeida,Castelo Bom,PPM,0,0.0
2025,Guarda,Almeida,Castelo Bom,R.I.R.,0,0.0
2025,Guarda,Almeida,Castelo Bom,VP,0,0.0
2025,Guarda,Almeida,"Castelo Mendo, Ade, Monteperobolso e Mesquitela",PPD/PSD.CDS-PP,74,50.68
2025,Guarda,Almeida,"Castelo Mendo, Ade, Monteperobolso e Mesquitela",PS,37,25.34
2025,Guarda,Almeida,"Castelo Mendo, Ade, Monteperobolso e Mesquitela",CH,23,15.75
2025,Guarda,Almeida,"Castelo Mendo, Ade, Monteperobolso e Mesquitela",ADN,4,2.74
2025,Guarda,Almeida,"Castelo Mendo, Ade, Monteperobolso e Mesquitela",IL,2,1.37
2025,Guarda,Almeida,"Castelo Mendo, Ade, Monteperobolso e Mesquitela",PCP-PEV,2,1.37
2025,Guarda,Almeida,"Castelo Mendo, Ade, Monteperobolso e Mesquitela",L,1,0.68
2025,Guarda,Almeida,"Castelo Mendo, Ade, Monteperobolso e Mesquitela",NC,1,0.68
2025,Guarda,Almeida,"Castelo Mendo, Ade, Monteperobolso e Mesquitela",PAN,1,0.68
2025,Guarda,Almeida,"Castelo Mendo, Ade, Monteperobolso e Mesquitela",VP,1,0.68
2025,Guarda,Almeida,"Castelo Mendo, Ade, Monteperobolso e Mesquitela",B.E.,0,0.0
2025,Guarda,Almeida,"Castelo Mendo, Ade, Monteperobolso e Mesquitela",E,0,0.0
2025,Guarda,Almeida,"Castelo Mendo, Ade, Monteperobolso e Mesquitela",PPM,0,0.0
2025,Guarda,Almeida,"Castelo Mendo, Ade, Monteperobolso e Mesquitela",R.I.R.,0,0.0
2025,Guarda,Almeida,Freineda,PPD/PSD.CDS-PP,45,45.45
2025,Guarda,Almeida,Freineda,PS,30,30.3
2025,Guarda,Almeida,Freineda,CH,17,17.17
2025,Guarda,Almeida,Freineda,ADN,2,2.02
2025,Guarda,Almeida,Freineda,B.E.,1,1.01
2025,Guarda,Almeida,Freineda,IL,1,1.01
2025,Guarda,Almeida,Freineda,L,1,1.01
2025,Guarda,Almeida,Freineda,PCP-PEV,1,1.01
2025,Guarda,Almeida,Freineda,R.I.R.,1,1.01
2025,Guarda,Almeida,Freineda,E,0,0.0
2025,Guarda,Almeida,Freineda,NC,0,0.0
2025,Guarda,Almeida,Freineda,PAN,0,0.0
2025,Guarda,Almeida,Freineda,PPM,0,0.0
2025,Guarda,Almeida,Freineda,VP,0,0.0
2025,Guarda,Almeida,Freixo,PPD/PSD.CDS-PP,56,58.33
2025,Guarda,Almeida,Freixo,PS,17,17.71
2025,Guarda,Almeida,Freixo,CH,16,16.67
2025,Guarda,Almeida,Freixo,ADN,2,2.08
2025,Guarda,Almeida,Freixo,L,2,2.08
2025,Guarda,Almeida,Freixo,IL,1,1.04
2025,Guarda,Almeida,Freixo,PAN,1,1.04
2025,Guarda,Almeida,Freixo,R.I.R.,1,1.04
2025,Guarda,Almeida,Freixo,B.E.,0,0.0
2025,Guarda,Almeida,Freixo,E,0,0.0
2025,Guarda,Almeida,Freixo,NC,0,0.0
2025,Guarda,Almeida,Freixo,PCP-PEV,0,0.0
2025,Guarda,Almeida,Freixo,PPM,0,0.0
2025,Guarda,Almeida,Freixo,VP,0,0.0
2025,Guarda,Almeida,Junça e Naves,PPD/PSD.CDS-PP,54,50.94
2025,Guarda,Almeida,Junça e Naves,CH,25,23.58
2025,Guarda,Almeida,Junça e Naves,PS,17,16.04
2025,Guarda,Almeida,Junça e Naves,ADN,3,2.83
2025,Guarda,Almeida,Junça e Naves,B.E.,2,1.89
2025,Guarda,Almeida,Junça e Naves,IL,1,0.94
2025,Guarda,Almeida,Junça e Naves,L,1,0.94
2025,Guarda,Almeida,Junça e Naves,PAN,1,0.94
2025,Guarda,Almeida,Junça e Naves,PCP-PEV,1,0.94
2025,Guarda,Almeida,Junça e Naves,PPM,1,0.94
2025,Guarda,Almeida,Junça e Naves,E,0,0.0
2025,Guarda,Almeida,Junça e Naves,NC,0,0.0
2025,Guarda,Almeida,Junça e Naves,R.I.R.,0,0.0
2025,Guarda,Almeida,Junça e Naves,VP,0,0.0
2025,Guarda,Almeida,"Leomil, Mido, Senouras e Aldeia Nova",PPD/PSD.CDS-PP,41,43.62
2025,Guarda,Almeida,"Leomil, Mido, Senouras e Aldeia Nova",PS,28,29.79
2025,Guarda,Almeida,"Leomil, Mido, Senouras e Aldeia Nova",CH,16,17.02
2025,Guarda,Almeida,"Leomil, Mido, Senouras e Aldeia Nova",IL,4,4.26
2025,Guarda,Almeida,"Leomil, Mido, Senouras e Aldeia Nova",ADN,2,2.13
2025,Guarda,Almeida,"Leomil, Mido, Senouras e Aldeia Nova",B.E.,1,1.06
2025,Guarda,Almeida,"Leomil, Mido, Senouras e Aldeia Nova",L,1,1.06
2025,Guarda,Almeida,"Leomil, Mido, Senouras e Aldeia Nova",PAN,1,1.06
2025,Guarda,Almeida,"Leomil, Mido, Senouras e Aldeia Nova",E,0,0.0
2025,Guarda,Almeida,"Leomil, Mido, Senouras e Aldeia Nova",NC,0,0.0
2025,Guarda,Almeida,"Leomil, Mido, Senouras e Aldeia Nova",PCP-PEV,0,0.0
2025,Guarda,Almeida,"Leomil, Mido, Senouras e Aldeia Nova",PPM,0,0.0
2025,Guarda,Almeida,"Leomil, Mido, Senouras e Aldeia Nova",R.I.R.,0,0.0
2025,Guarda,Almeida,"Leomil, Mido, Senouras e Aldeia Nova",VP,0,0.0
2025,Guarda,Almeida,Malhada Sorda,PPD/PSD.CDS-PP,48,42.11
2025,Guarda,Almeida,Malhada Sorda,CH,37,32.46
2025,Guarda,Almeida,Malhada Sorda,PS,15,13.16
2025,Guarda,Almeida,Malhada Sorda,ADN,4,3.51
2025,Guarda,Almeida,Malhada Sorda,IL,4,3.51
2025,Guarda,Almeida,Malhada Sorda,B.E.,2,1.75
2025,Guarda,Almeida,Malhada Sorda,VP,2,1.75
2025,Guarda,Almeida,Malhada Sorda,E,1,0.88
2025,Guarda,Almeida,Malhada Sorda,L,1,0.88
2025,Guarda,Almeida,Malhada Sorda,NC,0,0.0
2025,Guarda,Almeida,Malhada Sorda,PAN,0,0.0
2025,Guarda,Almeida,Malhada Sorda,PCP-PEV,0,0.0
2025,Guarda,Almeida,Malhada Sorda,PPM,0,0.0
2025,Guarda,Almeida,Malhada Sorda,R.I.R.,0,0.0
2025,Guarda,Almeida,Malpartida e Vale de Coelha,PPD/PSD.CDS-PP,43,41.35
2025,Guarda,Almeida,Malpartida e Vale de Coelha,PS,26,25.0
2025,Guarda,Almeida,Malpartida e Vale de Coelha,CH,25,24.04
2025,Guarda,Almeida,Malpartida e Vale de Coelha,PCP-PEV,7,6.73
2025,Guarda,Almeida,Malpartida e Vale de Coelha,ADN,1,0.96
2025,Guarda,Almeida,Malpartida e Vale de Coelha,B.E.,1,0.96
2025,Guarda,Almeida,Malpartida e Vale de Coelha,PAN,1,0.96
2025,Guarda,Almeida,Malpartida e Vale de Coelha,E,0,0.0
2025,Guarda,Almeida,Malpartida e Vale de Coelha,IL,0,0.0
2025,Guarda,Almeida,Malpartida e Vale de Coelha,L,0,0.0
2025,Guarda,Almeida,Malpartida e Vale de Coelha,NC,0,0.0
2025,Guarda,Almeida,Malpartida e Vale de Coelha,PPM,0,0.0
2025,Guarda,Almeida,Malpartida e Vale de Coelha,R.I.R.,0,0.0
2025,Guarda,Almeida,Malpartida e Vale de Coelha,VP,0,0.0
2025,Guarda,Almeida,Miuzela e Porto de Ovelha,PPD/PSD.CDS-PP,63,40.91
2025,Guarda,Almeida,Miuzela e Porto de Ovelha,PS,53,34.42
2025,Guarda,Almeida,Miuzela e Porto de Ovelha,CH,26,16.88
2025,Guarda,Almeida,Miuzela e Porto de Ovelha,ADN,3,1.95
2025,Guarda,Almeida,Miuzela e Porto de Ovelha,IL,3,1.95
2025,Guarda,Almeida,Miuzela e Porto de Ovelha,PPM,2,1.3
2025,Guarda,Almeida,Miuzela e Porto de Ovelha,B.E.,1,0.65
2025,Guarda,Almeida,Miuzela e Porto de Ovelha,E,1,0.65
2025,Guarda,Almeida,Miuzela e Porto de Ovelha,PAN,1,0.65
2025,Guarda,Almeida,Miuzela e Porto de Ovelha,VP,1,0.65
2025,Guarda,Almeida,Miuzela e Porto de Ovelha,L,0,0.0
2025,Guarda,Almeida,Miuzela e Porto de Ovelha,NC,0,0.0
2025,Guarda,Almeida,Miuzela e Porto de Ovelha,PCP-PEV,0,0.0
2025,Guarda,Almeida,Miuzela e Porto de Ovelha,R.I.R.,0,0.0
2025,Guarda,Almeida,Nave de Haver,PPD/PSD.CDS-PP,65,43.62
2025,Guarda,Almeida,Nave de Haver,CH,38,25.5
2025,Guarda,Almeida,Nave de Haver,PS,36,24.16
2025,Guarda,Almeida,Nave de Haver,ADN,4,2.68
2025,Guarda,Almeida,Nave de Haver,PPM,4,2.68
2025,Guarda,Almeida,Nave de Haver,L,1,0.67
2025,Guarda,Almeida,Nave de Haver,PAN,1,0.67
2025,Guarda,Almeida,Nave de Haver,B.E.,0,0.0
2025,Guarda,Almeida,Nave de Haver,E,0,0.0
2025,Guarda,Almeida,Nave de Haver,IL,0,0.0
2025,Guarda,Almeida,Nave de Haver,NC,0,0.0
2025,Guarda,Almeida,Nave de Haver,PCP-PEV,0,0.0
2025,Guarda,Almeida,Nave de Haver,R.I.R.,0,0.0
2025,Guarda,Almeida,Nave de Haver,VP,0,0.0
2025,Guarda,Almeida,São Pedro de Rio Seco,PPD/PSD.CDS-PP,32,40.0
2025,Guarda,Almeida,São Pedro de Rio Seco,CH,23,28.75
2025,Guarda,Almeida,São Pedro de Rio Seco,PS,17,21.25
2025,Guarda,Almeida,São Pedro de Rio Seco,ADN,4,5.0
2025,Guarda,Almeida,São Pedro de Rio Seco,L,2,2.5
2025,Guarda,Almeida,São Pedro de Rio Seco,B.E.,1,1.25
2025,Guarda,Almeida,São Pedro de Rio Seco,PCP-PEV,1,1.25
2025,Guarda,Almeida,São Pedro de Rio Seco,E,0,0.0
2025,Guarda,Almeida,São Pedro de Rio Seco,IL,0,0.0
2025,Guarda,Almeida,São Pedro de Rio Seco,NC,0,0.0
2025,Guarda,Almeida,São Pedro de Rio Seco,PAN,0,0.0
2025,Guarda,Almeida,São Pedro de Rio Seco,PPM,0,0.0
2025,Guarda,Almeida,São Pedro de Rio Seco,R.I.R.,0,0.0
2025,Guarda,Almeida,São Pedro de Rio Seco,VP,0,0.0
2025,Guarda,Almeida,Vale da Mula,PPD/PSD.CDS-PP,29,34.52
2025,Guarda,Almeida,Vale da Mula,CH,26,30.95
2025,Guarda,Almeida,Vale da Mula,PS,23,27.38
2025,Guarda,Almeida,Vale da Mula,PCP-PEV,3,3.57
2025,Guarda,Almeida,Vale da Mula,B.E.,2,2.38
2025,Guarda,Almeida,Vale da Mula,ADN,1,1.19
2025,Guarda,Almeida,Vale da Mula,E,0,0.0
2025,Guarda,Almeida,Vale da Mula,IL,0,0.0
2025,Guarda,Almeida,Vale da Mula,L,0,0.0
2025,Guarda,Almeida,Vale da Mula,NC,0,0.0
2025,Guarda,Almeida,Vale da Mula,PAN,0,0.0
2025,Guarda,Almeida,Vale da Mula,PPM,0,0.0
2025,Guarda,Almeida,Vale da Mula,R.I.R.,0,0.0
2025,Guarda,Almeida,Vale da Mula,VP,0,0.0
2025,Guarda,Almeida,Vilar Formoso,PPD/PSD.CDS-PP,408,39.73
2025,Guarda,Almeida,Vilar Formoso,CH,277,26.97
2025,Guarda,Almeida,Vilar Formoso,PS,262,25.51
2025,Guarda,Almeida,Vilar Formoso,IL,22,2.14
2025,Guarda,Almeida,Vilar Formoso,L,17,1.66
2025,Guarda,Almeida,Vilar Formoso,ADN,16,1.56
2025,Guarda,Almeida,Vilar Formoso,B.E.,8,0.78
2025,Guarda,Almeida,Vilar Formoso,PCP-PEV,4,0.39
2025,Guarda,Almeida,Vilar Formoso,NC,3,0.29
2025,Guarda,Almeida,Vilar Formoso,PAN,3,0.29
2025,Guarda,Almeida,Vilar Formoso,PPM,3,0.29
2025,Guarda,Almeida,Vilar Formoso,R.I.R.,2,0.19
2025,Guarda,Almeida,Vilar Formoso,VP,2,0.19
2025,Guarda,Almeida,Vilar Formoso,E,0,0.0
2025,Guarda,Celorico da Beira,Açores e Velosa,PPD/PSD.CDS-PP,102,42.68
2025,Guarda,Celorico da Beira,Açores e Velosa,CH,77,32.22
2025,Guarda,Celorico da Beira,Açores e Velosa,PS,38,15.9
2025,Guarda,Celorico da Beira,Açores e Velosa,ADN,8,3.35
2025,Guarda,Celorico da Beira,Açores e Velosa,IL,3,1.26
2025,Guarda,Celorico da Beira,Açores e Velosa,PCP-PEV,3,1.26
2025,Guarda,Celorico da Beira,Açores e Velosa,B.E.,2,0.84
2025,Guarda,Celorico da Beira,Açores e Velosa,PAN,2,0.84
2025,Guarda,Celorico da Beira,Açores e Velosa,PPM,2,0.84
2025,Guarda,Celorico da Beira,Açores e Velosa,L,1,0.42
2025,Guarda,Celorico da Beira,Açores e Velosa,NC,1,0.42
2025,Guarda,Celorico da Beira,Açores e Velosa,E,0,0.0
2025,Guarda,Celorico da Beira,Açores e Velosa,R.I.R.,0,0.0
2025,Guarda,Celorico da Beira,Açores e Velosa,VP,0,0.0
2025,Guarda,Celorico da Beira,Baraçal,PPD/PSD.CDS-PP,41,35.04
2025,Guarda,Celorico da Beira,Baraçal,CH,38,32.48
2025,Guarda,Celorico da Beira,Baraçal,PS,29,24.79
2025,Guarda,Celorico da Beira,Baraçal,IL,4,3.42
2025,Guarda,Celorico da Beira,Baraçal,ADN,2,1.71
2025,Guarda,Celorico da Beira,Baraçal,B.E.,2,1.71
2025,Guarda,Celorico da Beira,Baraçal,PCP-PEV,1,0.85
2025,Guarda,Celorico da Beira,Baraçal,E,0,0.0
2025,Guarda,Celorico da Beira,Baraçal,L,0,0.0
2025,Guarda,Celorico da Beira,Baraçal,NC,0,0.0
2025,Guarda,Celorico da Beira,Baraçal,PAN,0,0.0
2025,Guarda,Celorico da Beira,Baraçal,PPM,0,0.0
2025,Guarda,Celorico da Beira,Baraçal,R.I.R.,0,0.0
2025,Guarda,Celorico da Beira,Baraçal,VP,0,0.0
2025,Guarda,Celorico da Beira,Carrapichana,PPD/PSD.CDS-PP,40,34.78
2025,Guarda,Celorico da Beira,Carrapichana,PS,32,27.83
2025,Guarda,Celorico da Beira,Carrapichana,CH,29,25.22
2025,Guarda,Celorico da Beira,Carrapichana,ADN,4,3.48
2025,Guarda,Celorico da Beira,Carrapichana,L,4,3.48
2025,Guarda,Celorico da Beira,Carrapichana,B.E.,2,1.74
2025,Guarda,Celorico da Beira,Carrapichana,IL,2,1.74
2025,Guarda,Celorico da Beira,Carrapichana,PAN,1,0.87
2025,Guarda,Celorico da Beira,Carrapichana,VP,1,0.87
2025,Guarda,Celorico da Beira,Carrapichana,E,0,0.0
2025,Guarda,Celorico da Beira,Carrapichana,NC,0,0.0
2025,Guarda,Celorico da Beira,Carrapichana,PCP-PEV,0,0.0
2025,Guarda,Celorico da Beira,Carrapichana,PPM,0,0.0
2025,Guarda,Celorico da Beira,Carrapichana,R.I.R.,0,0.0
2025,Guarda,Celorico da Beira,Casas do Soeiro,PPD/PSD.CDS-PP,130,46.59
2025,Guarda,Celorico da Beira,Casas do Soeiro,PS,79,28.32
2025,Guarda,Celorico da Beira,Casas do Soeiro,CH,51,18.28
2025,Guarda,Celorico da Beira,Casas do Soeiro,ADN,5,1.79
2025,Guarda,Celorico da Beira,Casas do Soeiro,L,3,1.08
2025,Guarda,Celorico da Beira,Casas do Soeiro,PAN,3,1.08
2025,Guarda,Celorico da Beira,Casas do Soeiro,PCP-PEV,3,1.08
2025,Guarda,Celorico da Beira,Casas do Soeiro,IL,2,0.72
2025,Guarda,Celorico da Beira,Casas do Soeiro,B.E.,1,0.36
2025,Guarda,Celorico da Beira,Casas do Soeiro,E,1,0.36
2025,Guarda,Celorico da Beira,Casas do Soeiro,NC,1,0.36
2025,Guarda,Celorico da Beira,Casas do Soeiro,PPM,0,0.0
2025,Guarda,Celorico da Beira,Casas do Soeiro,R.I.R.,0,0.0
2025,Guarda,Celorico da Beira,Casas do Soeiro,VP,0,0.0
2025,Guarda,Celorico da Beira,"Cortiçô da Serra, Vide entre Vinhas e Salgueirais",PPD/PSD.CDS-PP,107,50.71
2025,Guarda,Celorico da Beira,"Cortiçô da Serra, Vide entre Vinhas e Salgueirais",PS,62,29.38
2025,Guarda,Celorico da Beira,"Cortiçô da Serra, Vide entre Vinhas e Salgueirais",CH,27,12.8
2025,Guarda,Celorico da Beira,"Cortiçô da Serra, Vide entre Vinhas e Salgueirais",ADN,10,4.74
2025,Guarda,Celorico da Beira,"Cortiçô da Serra, Vide entre Vinhas e Salgueirais",PCP-PEV,3,1.42
2025,Guarda,Celorico da Beira,"Cortiçô da Serra, Vide entre Vinhas e Salgueirais",PAN,1,0.47
2025,Guarda,Celorico da Beira,"Cortiçô da Serra, Vide entre Vinhas e Salgueirais",PPM,1,0.47
2025,Guarda,Celorico da Beira,"Cortiçô da Serra, Vide entre Vinhas e Salgueirais",B.E.,0,0.0
2025,Guarda,Celorico da Beira,"Cortiçô da Serra, Vide entre Vinhas e Salgueirais",E,0,0.0
2025,Guarda,Celorico da Beira,"Cortiçô da Serra, Vide entre Vinhas e Salgueirais",IL,0,0.0
2025,Guarda,Celorico da Beira,"Cortiçô da Serra, Vide entre Vinhas e Salgueirais",L,0,0.0
2025,Guarda,Celorico da Beira,"Cortiçô da Serra, Vide entre Vinhas e Salgueirais",NC,0,0.0
2025,Guarda,Celorico da Beira,"Cortiçô da Serra, Vide entre Vinhas e Salgueirais",R.I.R.,0,0.0
2025,Guarda,Celorico da Beira,"Cortiçô da Serra, Vide entre Vinhas e Salgueirais",VP,0,0.0
2025,Guarda,Celorico da Beira,Forno Telheiro,PPD/PSD.CDS-PP,171,50.74
2025,Guarda,Celorico da Beira,Forno Telheiro,CH,76,22.55
2025,Guarda,Celorico da Beira,Forno Telheiro,PS,61,18.1
2025,Guarda,Celorico da Beira,Forno Telheiro,ADN,16,4.75
2025,Guarda,Celorico da Beira,Forno Telheiro,IL,6,1.78
2025,Guarda,Celorico da Beira,Forno Telheiro,PAN,3,0.89
2025,Guarda,Celorico da Beira,Forno Telheiro,L,2,0.59
2025,Guarda,Celorico da Beira,Forno Telheiro,PCP-PEV,1,0.3
2025,Guarda,Celorico da Beira,Forno Telheiro,PPM,1,0.3
2025,Guarda,Celorico da Beira,Forno Telheiro,B.E.,0,0.0
2025,Guarda,Celorico da Beira,Forno Telheiro,E,0,0.0
2025,Guarda,Celorico da Beira,Forno Telheiro,NC,0,0.0
2025,Guarda,Celorico da Beira,Forno Telheiro,R.I.R.,0,0.0
2025,Guarda,Celorico da Beira,Forno Telheiro,VP,0,0.0
2025,Guarda,Celorico da Beira,Lajeosa do Mondego,PPD/PSD.CDS-PP,125,33.51
2025,Guarda,Celorico da Beira,Lajeosa do Mondego,CH,109,29.22
2025,Guarda,Celorico da Beira,Lajeosa do Mondego,PS,103,27.61
2025,Guarda,Celorico da Beira,Lajeosa do Mondego,ADN,13,3.49
2025,Guarda,Celorico da Beira,Lajeosa do Mondego,IL,8,2.14
2025,Guarda,Celorico da Beira,Lajeosa do Mondego,PCP-PEV,5,1.34
2025,Guarda,Celorico da Beira,Lajeosa do Mondego,B.E.,4,1.07
2025,Guarda,Celorico da Beira,Lajeosa do Mondego,L,2,0.54
2025,Guarda,Celorico da Beira,Lajeosa do Mondego,PAN,2,0.54
2025,Guarda,Celorico da Beira,Lajeosa do Mondego,R.I.R.,1,0.27
2025,Guarda,Celorico da Beira,Lajeosa do Mondego,VP,1,0.27
2025,Guarda,Celorico da Beira,Lajeosa do Mondego,E,0,0.0
2025,Guarda,Celorico da Beira,Lajeosa do Mondego,NC,0,0.0
2025,Guarda,Celorico da Beira,Lajeosa do Mondego,PPM,0,0.0
2025,Guarda,Celorico da Beira,Linhares,PPD/PSD.CDS-PP,50,47.17
2025,Guarda,Celorico da Beira,Linhares,CH,24,22.64
2025,Guarda,Celorico da Beira,Linhares,PS,21,19.81
2025,Guarda,Celorico da Beira,Linhares,ADN,4,3.77
2025,Guarda,Celorico da Beira,Linhares,L,2,1.89
2025,Guarda,Celorico da Beira,Linhares,PAN,2,1.89
2025,Guarda,Celorico da Beira,Linhares,PCP-PEV,2,1.89
2025,Guarda,Celorico da Beira,Linhares,IL,1,0.94
2025,Guarda,Celorico da Beira,Linhares,B.E.,0,0.0
2025,Guarda,Celorico da Beira,Linhares,E,0,0.0
2025,Guarda,Celorico da Beira,Linhares,NC,0,0.0
2025,Guarda,Celorico da Beira,Linhares,PPM,0,0.0
2025,Guarda,Celorico da Beira,Linhares,R.I.R.,0,0.0
2025,Guarda,Celorico da Beira,Linhares,VP,0,0.0
2025,Guarda,Celorico da Beira,Maçal do Chão,PPD/PSD.CDS-PP,37,44.58
2025,Guarda,Celorico da Beira,Maçal do Chão,PS,24,28.92
2025,Guarda,Celorico da Beira,Maçal do Chão,CH,18,21.69
2025,Guarda,Celorico da Beira,Maçal do Chão,IL,4,4.82
2025,Guarda,Celorico da Beira,Maçal do Chão,ADN,0,0.0
2025,Guarda,Celorico da Beira,Maçal do Chão,B.E.,0,0.0
2025,Guarda,Celorico da Beira,Maçal do Chão,E,0,0.0
2025,Guarda,Celorico da Beira,Maçal do Chão,L,0,0.0
2025,Guarda,Celorico da Beira,Maçal do Chão,NC,0,0.0
2025,Guarda,Celorico da Beira,Maçal do Chão,PAN,0,0.0
2025,Guarda,Celorico da Beira,Maçal do Chão,PCP-PEV,0,0.0
2025,Guarda,Celorico da Beira,Maçal do Chão,PPM,0,0.0
2025,Guarda,Celorico da Beira,Maçal do Chão,R.I.R.,0,0.0
2025,Guarda,Celorico da Beira,Maçal do Chão,VP,0,0.0
2025,Guarda,Celorico da Beira,Mesquitela,PPD/PSD.CDS-PP,52,44.44
2025,Guarda,Celorico da Beira,Mesquitela,CH,37,31.62
2025,Guarda,Celorico da Beira,Mesquitela,PS,18,15.38
2025,Guarda,Celorico da Beira,Mesquitela,ADN,3,2.56
2025,Guarda,Celorico da Beira,Mesquitela,IL,2,1.71
2025,Guarda,Celorico da Beira,Mesquitela,L,2,1.71
2025,Guarda,Celorico da Beira,Mesquitela,NC,1,0.85
2025,Guarda,Celorico da Beira,Mesquitela,PCP-PEV,1,0.85
2025,Guarda,Celorico da Beira,Mesquitela,VP,1,0.85
2025,Guarda,Celorico da Beira,Mesquitela,B.E.,0,0.0
2025,Guarda,Celorico da Beira,Mesquitela,E,0,0.0
2025,Guarda,Celorico da Beira,Mesquitela,PAN,0,0.0
2025,Guarda,Celorico da Beira,Mesquitela,PPM,0,0.0
2025,Guarda,Celorico da Beira,Mesquitela,R.I.R.,0,0.0
2025,Guarda,Celorico da Beira,Minhocal,PPD/PSD.CDS-PP,27,38.57
2025,Guarda,Celorico da Beira,Minhocal,PS,26,37.14
2025,Guarda,Celorico da Beira,Minhocal,CH,12,17.14
2025,Guarda,Celorico da Beira,Minhocal,B.E.,2,2.86
2025,Guarda,Celorico da Beira,Minhocal,ADN,1,1.43
2025,Guarda,Celorico da Beira,Minhocal,L,1,1.43
2025,Guarda,Celorico da Beira,Minhocal,VP,1,1.43
2025,Guarda,Celorico da Beira,Minhocal,E,0,0.0
2025,Guarda,Celorico da Beira,Minhocal,IL,0,0.0
2025,Guarda,Celorico da Beira,Minhocal,NC,0,0.0
2025,Guarda,Celorico da Beira,Minhocal,PAN,0,0.0
2025,Guarda,Celorico da Beira,Minhocal,PCP-PEV,0,0.0
2025,Guarda,Celorico da Beira,Minhocal,PPM,0,0.0
2025,Guarda,Celorico da Beira,Minhocal,R.I.R.,0,0.0
2025,Guarda,Celorico da Beira,Prados,PPD/PSD.CDS-PP,41,56.94
2025,Guarda,Celorico da Beira,Prados,PS,17,23.61
2025,Guarda,Celorico da Beira,Prados,CH,11,15.28
2025,Guarda,Celorico da Beira,Prados,ADN,3,4.17
2025,Guarda,Celorico da Beira,Prados,B.E.,0,0.0
2025,Guarda,Celorico da Beira,Prados,E,0,0.0
2025,Guarda,Celorico da Beira,Prados,IL,0,0.0
2025,Guarda,Celorico da Beira,Prados,L,0,0.0
2025,Guarda,Celorico da Beira,Prados,NC,0,0.0
2025,Guarda,Celorico da Beira,Prados,PAN,0,0.0
2025,Guarda,Celorico da Beira,Prados,PCP-PEV,0,0.0
2025,Guarda,Celorico da Beira,Prados,PPM,0,0.0
2025,Guarda,Celorico da Beira,Prados,R.I.R.,0,0.0
2025,Guarda,Celorico da Beira,Prados,VP,0,0.0
2025,Guarda,Celorico da Beira,Rapa e Cadafaz,PPD/PSD.CDS-PP,86,54.78
2025,Guarda,Celorico da Beira,Rapa e Cadafaz,PS,40,25.48
2025,Guarda,Celorico da Beira,Rapa e Cadafaz,CH,16,10.19
2025,Guarda,Celorico da Beira,Rapa e Cadafaz,ADN,6,3.82
2025,Guarda,Celorico da Beira,Rapa e Cadafaz,L,3,1.91
2025,Guarda,Celorico da Beira,Rapa e Cadafaz,B.E.,2,1.27
2025,Guarda,Celorico da Beira,Rapa e Cadafaz,IL,2,1.27
2025,Guarda,Celorico da Beira,Rapa e Cadafaz,R.I.R.,2,1.27
2025,Guarda,Celorico da Beira,Rapa e Cadafaz,E,0,0.0
2025,Guarda,Celorico da Beira,Rapa e Cadafaz,NC,0,0.0
2025,Guarda,Celorico da Beira,Rapa e Cadafaz,PAN,0,0.0
2025,Guarda,Celorico da Beira,Rapa e Cadafaz,PCP-PEV,0,0.0
2025,Guarda,Celorico da Beira,Rapa e Cadafaz,PPM,0,0.0
2025,Guarda,Celorico da Beira,Rapa e Cadafaz,VP,0,0.0
2025,Guarda,Celorico da Beira,Ratoeira,PPD/PSD.CDS-PP,67,53.6
2025,Guarda,Celorico da Beira,Ratoeira,CH,28,22.4
2025,Guarda,Celorico da Beira,Ratoeira,PS,20,16.0
2025,Guarda,Celorico da Beira,Ratoeira,B.E.,3,2.4
2025,Guarda,Celorico da Beira,Ratoeira,PCP-PEV,3,2.4
2025,Guarda,Celorico da Beira,Ratoeira,ADN,2,1.6
2025,Guarda,Celorico da Beira,Ratoeira,IL,1,0.8
2025,Guarda,Celorico da Beira,Ratoeira,L,1,0.8
2025,Guarda,Celorico da Beira,Ratoeira,E,0,0.0
